date,agent,model,session_folder,sprint_id,status,intent,typecheck,verify,other_gates,files_changed
2026-06-21,Codex,GPT-5 Codex,2026-06-21-codex/,2026-06-21,,"Replace `window.dispatchEvent('dcx-reschedule-task')` with a typed `StageProvider` context function.",,,"",0
2026-06-21,Codex,GPT-5 Codex,2026-06-21-codex/,2026-06-21,,"Decide and document which animation library owns which part of the UI.",,,"",0
2026-06-21,Codex,GPT-5 Codex,2026-06-21-codex/,2026-06-21,,"Keep card templates from importing anything from `rules/`  including type-only imports.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-1/,SPRINT-INIT,,"Confirm reading of logging/progress section  verify alignment with AGENTS.md guidelines  and seed the current session workspace.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-1/,SPRINT-UI,,"Increase the vertical height of phase cards  stabilizing them to stand at equal height when expanded or collapsed  and reducing vertical centering padding.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-1/,SPRINT-UI,,"Simplify task cards into exactly two distinct visual states: a square task tile for the collapsed state  and a full-width row for the expanded state  removing the unnecessary third detailed subtask view.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-1/,SPRINT-UI,,"Ensure the small task card state stays at the exact same compact level (the 84x84px square card) regardless of whether the parent action card is expanded or collapsed.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-1/,SPRINT-UI,,"Ensure both collapsed and expanded task cards share the exact same standardized height  avoiding jagged layout jumps inside flex-rows  while reverting the expanded tasks list back into a vertical scrollable column.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-1/,SPRINT-UI,,"Refine the action card to make it highly compact  perfectly align its inner task list scrollbar directly with the glass border edge  and constrain the width of expanded row task cards uniformly to prevent horizontal layout expansion.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-1/,SPRINT-UI,,"Refine the active tasks container inside the expanded Action Card to support a hybrid layout: small (collapsed) task cards stack horizontally inside a wrapping grid  while expanded task cards take the full row width.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-1/,SPRINT-UI,,"",,,"",0
2026-06-21,Google AI Studio,gemini-2.5-pro,2026-06-21-gemini-agent-1/,09-grid-mixed-state-task-alignment,,"Implement Option C (Relative Column-Span CSS Grid Layout) for mixed-state task cards to preserve strict array ordering while stacking compact cards adjacent to each other.",,,"",0
2026-06-21,Google AI Studio,gemini-2.5-pro,2026-06-21-gemini-agent-1/,Task 10,,"",,,"",0
2026-06-21,Google AI Studio,gemini-2.5-pro,2026-06-21-gemini-agent-1/,11-task-properties-quick-edit-run1,,"Complete Phase 1 and Phase 2 of SPRINT-UI Task Properties Quick-Edit implementation.",,,"",0
2026-06-21,Google AI Studio,gemini-2.5-pro,2026-06-21-gemini-agent-1/,11-task-properties-quick-edit-run2,,"Complete Phases 3  4  and 5 of the Task Properties Quick-Edit architecture.",,,"",0
2026-06-21,Google AI Studio,gemini-2.5-pro,2026-06-21-gemini-agent-1/,Task 12,,"Refactor the expanded TaskCard template to have standard height h-11 matching the collapsed state  visually align the non-core property pills  and modularize popovers to stay strictly within codebase line limits.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-1/,Task 13,,"Move property assets into a dedicated `task-properties/` subdirectory  extract property trigger/popover choreography from `TaskCard.tsx` into a separate properties module  and keep the main card template highly modular and tidy.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-1/,6. Verification Checklist,,"",,,"",0
2026-06-21,Google AI Studio,gemini-2.5-pro,2026-06-21-gemini-agent-1/,Task 15,,"Refactor the task editor section inside EditorViewerIsland into 4 structured section files under a new TaskEditor folder and use shared form elements.",,,"",0
2026-06-21,Google AI Studio (Agent 2),gemini-3.5-flash,2026-06-21-gemini-agent-2/,01-redundant-file-cleanup,,"Identify and remove redundant form/field inputs file artifacts under EditorViewerIsland  bypass TaskEditorSection to render TaskEditor directly  and refactor remaining sections (Action  Phase  Day) to use the standard components from `src/components/forms/elements` for a clean unified experience.",,,"",0
2026-06-21,Google AI Studio (Agent 2),gemini-3.5-flash,2026-06-21-gemini-agent-2/,02-editor-drag-and-drop,,"Constrain the Editor Island drag-over highlight and dropping logic exclusively to task card nodes (ignoring phase  action  and day elements since those editors are disabled)  initially disable manual clicking on the collapsed editor  and ensure drag-and-drop works flawlessly across both expanded and collapsed task states.",,,"",0
2026-06-21,Google AI Studio,gemini-2.5-pro,2026-06-21-gemini-agent-2/,Task 3,,"Resolve why dropping a task card on the Editor Island failed to open/render the Task Editor  and restrain the drag-and-drop hit target area to exactly fifty-six pixels when collapsed instead of highlighting the entire left viewport column.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-2/,Task 4,,"Suture consistent compact sizing layouts to all task editor input elements to match dense on-stage cards  and replace bulky list banners with a relative micropopover check indicator adjacent to the heading title.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-2/,Task 5,,"Move legacy log folders to the archive directory  and correct the AGENTS.md rules to strictly mandate that all agents log progress exclusively within their designated session folders.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-2/,Task 6,,"Build modular readiness indicator icons and an interactive audit modal wrapped in a StickyPopupShell to provide an elegant  detailed checklist check-off structure for the Task Editor.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-2/,Task 7,,"Clean up redundant inline components and double-triggers from Task 6  ensuring the title readiness icons act as the singular modal toggle.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-2/,Task 8,,"Design and mount a glassy menu section tab structure with custom-colored indicators matching the exact readiness metrics of fields inside each section.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-2/,Task 9,,"Refactor the bulky tab menu into highly elegant  glassy glowing dots nestled directly under the title in the header container  functioning as contextual readiness check indicators.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-2/,Task 10,,"Document the functional specification  intended structural placement  and comprehensive execution plan for the high-end Communication Date Picker component without making active code modifications in this turn.",,,"",0
2026-06-21,Google AI Studio,gemini-3.5-flash,2026-06-21-gemini-agent-2/,Task 11,,"Implement the interactive Communication Date Picker with dynamic custom and relative modes  active hold detachment  and unified styling.",,,"",0
2026-06-22,Google AI Studio,models/gemini-3.5-flash,2026-06-22-gemini-agent-2/,Sprint/Task 01,,"Allow inline title editing inside the Left Editor Panel's header element using a borderless glow-highlighted TextInputInline  removing redundant data form inputs.",,,"",0
2026-06-23,Google AI Studio,gemini-3.5-flash,2026-06-23-gemini-agent-1/,Session-01-Reconnaissance,,"Conduct structured inspection of AGENTS.md  progress logging rules  verify codebase compliance  validate compiler/linter status  and establish a dedicated isolative session logging folder.",,,"",0
2026-06-23,Google AI Studio,gemini-3.5-flash,2026-06-23-gemini-agent-1/,Sprint-Drag-Drop-Fix,,"Enable seamless drag-and-drop reordering of phases  actions  and tasks on the state stage by resolving overly restrictive drag-and-drop filters in the CardShell component.",,,"",0
2026-06-23,Google AI Studio,gemini-3.5-flash,2026-06-23-gemini-agent-1/,Sprint-Phase-Rearrangement,,"Implement real-time physical layout translation (shifting) when dragging phase cards  past 50% of targeted phase card widths  creating realistic visual gaps to accommodate insertion.",,,"",0
2026-06-23,Google AI Studio,gemini-2.5-pro,2026-06-23-gemini-agent-1/,Sprint/Task 4,,"Replace unstable  jitter-prone client coordinate layout shifting with robust  expanding discrete drop zones for reordering phases  actions  and tasks.",,,"",0
,,,2026-06-23-gemini-agent-2/,4. Absolute Constraints Adherence Checks,,"",,,"",0
2026-06-23,Google AI Studio,models/gemini-3.5-flash,2026-06-23-gemini-agent-2/,Task/Sprint 02,,"Deliver ultimate visual & functional polish to the Left Editor Panel's Task Editor  replacing manual options with high-fidelity inline selects  custom Senders / Receivers registries with mini creation forms  interactive checklist/toggle specs interfaces  and template lookup builders.",,,"",0
2026-06-23,Google AI Studio,gemini-2.5-pro,2026-06-23-gemini-agent-2/,Sprint task-3,,"Relocate channel and composition selection into the task editor header with inline selection and a library popup registry  while merging sender  receiver routing settings  and the compact rendition checkbox to the Core section tab and completely deleting the redundant TaskSection2.",,,"",0
2026-06-23,Google AI Studio,gemini-2.5-pro,2026-06-23-gemini-agent-2/,Task 4,,"Simplify task endpoint selections  transition labels to Gilroy Light style  and reconstruct subtask pipeline workflow.",,,"",0
2026-06-23,Google AI Studio,gemini-3.5-flash,2026-06-23-gemini-agent-2/,Task 5,,"Remove specific text labels for routing segments  replace them with direction-wise property icons  scale down the channel composition font and weight  and align the close editor button top-margin correctly.",,,"",0
2026-06-23,Google AI Studio,gemini-3.5-flash,2026-06-23-gemini-agent-2/,Task 6,,"Resolve active selection brand text color discrepancy  replace dropdown chevrons with standard recursive expand and collapse controls  disable action buttons conditionally based on full state  and implement generalized item duplication across hierarchical tiers.",,,"",0
2026-06-23,Google AI Studio,gemini-3.5-flash,2026-06-23-gemini-agent-2/,Task 7,,"Modularize and elevate the visual styling and micro-animations of the Kanban Builder Island. Replace static/unanimated toggle components with a standardized pulse-active toggle aligned with the Focus Island visual aesthetic. Provide reusable button modules inside `src/components/elements/buttons` for subsequent integration.",,,"",0
2026-06-23,Google AI Studio,gemini-3.5-flash,2026-06-23-gemini-agent-2/,Task 8,,"Redesign the Kanban Builder Island row structure and inline buttons to inherit the visual hierarchy  grid alignments  and dimensions of the v0.1.4 design  matching the user's reference screenshot.",,,"",0
2026-06-23,Google AI Studio,gemini-3.5-flash,2026-06-23-gemini-agent-2/,Task 9,,"Perfect the circular aspect ratio of the main toggle button  compact the individual label dimensions and font weight sizing for action  task  and phase capsules to sit side-by-side without overflowing  adjust parent hover bounds to prevent boundary clipping  and rename the AI button to AI AGENT.",,,"",0
2026-06-23,Google AI Studio,gemini-3.5-flash,2026-06-23-gemini-agent-2/,,,"Refine the Kanban Builder Island's visual styling  interactivity  and scrolling behavior. Optimize button heights to an elegant compact size  partition the AI assistant into its own standalone block  allow vertical overflow hover scaling without boundary clipping  and implement custom drag images so that buttons float identically under the cursor during drag operations.",,,"",0
2026-06-23,Google AI Studio,models/gemini-3.5-flash,2026-06-23-gemini-agent-2/,Task 10,,"Refactor the Focus Island to inherit the standard IslandToggleButton  implement dynamic downward expansion with standard popover popups (via PopoverShell)  support focusing by week offset and select-option properties (sender/receiver)  ensure clean modularization with subdirectories  and purge legacy unused files.",,,"",0
2026-06-23,Google AI Studio,models/gemini-3.5-flash,2026-06-23-gemini-agent-2/,Task 11,,"Prevent iframe runtime SecurityErrors caused by direct un-guarded localStorage access in strict container preview sandboxes.",,,"",0
2026-06-23,Google AI Studio,models/gemini-3.5-flash,2026-06-23-gemini-agent-2/,Task 12,,"Resolve unhandled Script error runtime crashes triggered by direct  unguarded invocations of `.closest()` or `.matches()` on non-element pointer targets inside strict container previews.",,,"",0
2026-06-23,Google AI Studio Agent 3,models/gemini-3.5-flash,2026-06-23-gemini-agent-3/,Task 01,,"Remove the explicit LOCKED/EDITABLE badge from campaign details and clean up status dots into responsive lock/edit indicators.",,,"",0
2026-06-23,Google AI Studio Agent 3,models/gemini-3.5-flash,2026-06-23-gemini-agent-3/,Task 02,,"Disable the view context island while in Kanban view so it is exclusive to the timeline view  and optimize layout aesthetics/centering for project data.",,,"",0
2026-06-23,Google AI Studio Agent 3,models/gemini-3.5-flash,2026-06-23-gemini-agent-3/,Task 03,,"Remove the target cursor overlays from active/selected phase and action cards  and replace with a rich  static inner blue glow.",,,"",0
2026-06-23,Google AI Studio Agent 3,models/gemini-3.5-flash,2026-06-23-gemini-agent-3/,Task 04,,"Synchronize the drag-and-drop dragover style with the selected card style for Phase and Action cards to build custom cohesion and visual unity.",,,"",0
2026-06-23,Google AI Studio Agent 3,models/gemini-3.5-flash,2026-06-23-gemini-agent-3/,Task 05,,"Remove the hard blue outside border that appears during drag-and-drop on Phase and Action cards  and unify the visual feedback with the premium inner selected glow.",,,"",0
2026-06-23,Google AI Studio Agent 3,models/gemini-3.5-flash,2026-06-23-gemini-agent-3/,Task 06,,"Implement normalization of active/selected card visual states during drag and drop operations (suspending selected glows during active drag and restored on drag-end)  add directional drop filter validation  and enforce nested auto-expansion for collapsed Phase and Action cards on dragover  and collapsing back on drag-leave if they were not placed.",,,"",0
2026-06-23,Google AI Studio Agent 3,models/gemini-3.5-flash,2026-06-23-gemini-agent-3/,Task 07,,"Resolve drag-and-drop flickering (glitching) caused by nested pointer events  enforce drop filters for phases/actions/tasks  and implement nested cascading auto-expansion rules.",,,"",0
2026-06-23,Google AI Studio,gemini-1.5-pro,2026-06-23-gemini-agent-3/,Sprint-Rearrange-Nodes,,"Implement robust drag-and-drop rearrangement for single or multiple selected nodes of the same kind  rejecting movement if mixed kinds or locked statuses exist.",,,"",0
,Google AI Studio,gemini-2.5-pro,2026-06-23-gemini-agent-3/,Task 09,,"Resolve phase cards disappearing on drop  eliminate visual feedback on passive hovered phases during phase dragging  and fix empty rendering/interaction bugs in the Weekly  Monthly  and Matrix timeline views.",,,"",0
2026-06-23,Google AI Studio,gemini-3.5-flash,2026-06-23-gemini-agent-3/,Task 10,,"Apply final design polish to the task card  replacing default/newly created icons with an empty circle icon  rendering a calendar date icon instead of No Date text  increasing the height and sizes of collapsed/expanded cards  displaying date link states when collapsed  and structuring the expanded card with a two-line layout.",,,"",0
2026-06-23,Google AI Studio,gemini-3.5-flash,2026-06-23-gemini-agent-3/,Task 11,,"Increase the width of the collapsed task card to provide more breathing room and allow up to exactly three collapsed tasks to fit perfectly side-by-side in a single row within an action card.",,,"",0
2026-06-23,Google AI Studio,gemini-2.5-pro,2026-06-23-gemini-agent-3/,Task 12,,"Update the action card to support inline editable action names  replace the old status dot with the modular micro-readiness icon next to the name  integrate the task editor's readiness audit checklist (reused and extended for action nodes)  and position the horizontal task flow scrollbar lower.",,,"",0
2026-06-23,Google AI Studio,gemini-2.5-pro,2026-06-23-gemini-agent-3/,Task 13,,"Update the phase card to display sequential Phase Numbers instead of the category icons  clean up the nested list header section (Actions List and Double Click to collapse)  make the readiness badge open the modular ReadinessCheckModal  and completely eliminate the density bar / heatmap element.",,,"",0
2026-06-23,Google AI Studio,gemini-2.5-pro,2026-06-23-gemini-agent-3/,Task 14,,"Restrict the TargetCursor visual element to only attract on hover to Task nodes  disabling attraction for Phase and Action cards. Ensure the cursor's targeting box is reactive to double clicks (expand/collapse) and changes shape/position dynamically across layout shifts.",,,"",0
2026-06-24,Google AI Studio,gemini-2.5-pro,2026-06-24-gemini-agent-1/,Sprint 15,,"Finalize Phase Card presentation polish (inline editing  locked width when actions expand  compact spacing  micro-icons for readiness) and restrict the custom Target Cursor to only operate on Task cards  falling back to the normal cursor when hovering Phase or Action cards.",,,"",0
2026-06-24,Google AI Studio,gemini-2.5-pro,2026-06-24-gemini-agent-1/,Sprint 15.1,,"Fix the layout issues inside action cards when they are collapsed  and resolve visual weirdness when rendering task grids inside action cards.",,,"",0
2026-06-24,Google AI Studio,gemini-2.5-pro,2026-06-24-gemini-agent-1/,Sprint 14 / Task 3,,"Expand collapsed action card height  stretch expanded tasks to fill full row  scroll expanded tasks to the start of the row  and convert TargetCursor to task selection only mode to eliminate scroll lag.",,,"",0
2026-06-24,Google AI Studio,gemini-2.5-pro,2026-06-24-gemini-agent-1/,Sprint 14 / Task 4,,"Prevent task cards bottom border cropping inside collapsed Action Card rows by expanding task heights  optimizing padding  and preventing vertical overflow clipping.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-1/,Sprint 14 / Task 5,,"Expand the Phase column width dynamically when nested tasks are expanded to show the full task row without horizontal cropping  and make the linked date state prominently clear.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-1/,Sprint 14 / Task 6,,"Fix the card deletion feature for task and action cards  correct the main stage core focus alignment shifting  and set a static 360px expanded phase card width to comfortably accommodate action cards and expanded task cards without sizing oscillations.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-1/,Sprint 14 / Task 7,,"Relocate the focus toggle and readiness alert components to the end (right side) of the row inside both Phase and Action cards to improve layout symmetry and readability.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-1/,Sprint 14 / Task 8,,"Display the interactive phase readiness indicator badge on the Phase card when it is in its collapsed state  allowing full click-to-view checklist functionality.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-1/,Sprint 14 / Task 9,,"Prevent Action and Task cards from stretching vertically to fill the remaining Phase column space when expanded  which previously created massive gaps/spacing between Action cards.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-1/,Sprint 14 / Task 10,,"Update the Day card in the Timeline view to match the glassmorphic styling and two-line date header structure of the Phase Card  complete with a sequential day badge and formatted UTC dates.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-1/,Sprint 14 / Task 11,,"Implement manual expand/collapse toggle controls for the Timeline Day cards  and ensure that disabled days (where isEnabled is false) automatically initialize in the collapsed state.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-1/,Sprint 14 / Task 12,,"Resolve Day card selection issue  support the TargetCursor snapping smoothly to Day cards  and solve the god file issue by refactoring DayGridCard layout concerns.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-1/,Sprint 14 / Task 13,,"Support double-clicking to expand/collapse Day cards  wire them to the SelectionIsland  use the actual TaskCard component with its dual state inside Day cards  layout tasks into a grid when collapsed or column when expanded  disable the Day editor sidebar  and restore default/pointer cursor visibility over Day cards.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-1/,Sprint 14 / Task 14,,"Replace the fragile `dragCounter` ref nested child tracking in CardShell with a robust `e.currentTarget.contains(relatedTarget)` check on dragLeave and dragEnter  resolving drag visual desyncs.",,,"",0
2026-06-24,Google AI Studio,gemini-2.5-pro,2026-06-24-gemini-agent-1/,Sprint 15 / Task 15,Completed,"Move `hoveredPhaseId` and `hoverDirection` from global StageContext to KanbanView local state to prevent excessive board-wide re-renders during phase dragging.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-2/,Sprint 16,,"Fix unmapped domain types passed to `saveBuilder` in `useAutosave.ts` by introducing and using `domainPhasesToApi` mapper to prevent payload malformation when connecting to a real backend.",,,"",0
2026-06-24,Google AI Studio,gemini-3.5-flash,2026-06-24-gemini-agent-2/,,Completed,"Implement a high-fidelity code-analysis and indexation engine using TypeScript AST traversal to generate code insights for custom components  usages  user-facing UI text  and unresolved imports/components.",,,"",0
2026-06-25,Claude,claude-sonnet-4-6,2026-06-25-claude/,Ready for Task,,"",,,"",0
2026-06-25,Claude,claude-sonnet-4-6,2026-06-25-claude/,Action items before these sprints can be closed,Completed,"Independently verify the opencode agent's code changes against sprint acceptance criteria and AGENTS.md rules.",,,"",0
2026-06-25,Claude,claude-sonnet-4-6,2026-06-25-claude/,opencode re-engagement conditions,Completed,"",,,"",0
2026-06-25,Claude,claude-sonnet-4-6,2026-06-25-claude/,Open issues / follow-ups,Completed,"Analyse the 2026-06-25-codex-audit findings  derive root causes  create FIX sprints to restore all failing requirements  and update AGENTS.md with guardrails to prevent recurrence.",,,"",0
2026-06-25,Claude,claude-sonnet-4-6,2026-06-25-claude/,What the next agent should start,Completed,"Incorporate Codex plan-review concerns into FIX sprint files; reflect FIX-NDX and FIX-CRD completion; correct stale status documents.",,,"",0
2026-06-25,Claude,claude-sonnet-4-6,2026-06-25-claude/,FIX-POL.4,Completed,"Verify visual correctness after all FIX-* and BUG-* sprints — loading shell dimensions  theme-adaptive surfaces  empty states.",PASS (0 errors  0 suppressions),,";vitest: PASS (27/27  6 files);verify.sh: PASS;browser manual check: SKIPPED per PO — code inspection confirms all three POL items are structurally correct",0
,,,2026-06-25-claude/,Pattern Guide for Future Agents,,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B-CRD Audit,FAIL,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B-FIL Audit,PARTIAL,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B0 Audit,PARTIAL PASS,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B1 Audit,PARTIAL,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B10 Audit,PARTIAL PASS,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B11 Audit,FAIL,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B12 Audit,FAIL,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B13 Audit,NOT COMPLETE,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B2 Audit,PASS,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B3 Audit,FAIL,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B4 Audit,PARTIAL PASS,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B5 Audit,FAIL,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B6 Audit,PARTIAL,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B7 Audit,FAIL,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B8 Audit,FAIL,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-audit/,B9 Audit,FAIL,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-fix/,Gates,Blocked,"Implement the approved expanded-card width correction without violating locked product decisions.",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-fix/,FIX-CRD,Completed,"Restore the documented Task popup  long-press editor entry  readiness boundary  and restrained card feedback states.",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-fix/,FIX-NDX,Completed,"Establish one typed traversal API for the runtime Phase → Action → Task tree before repairing consumers.",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex-fix/,Concerns For Claude,Confirmed with amendments,"",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex/,,Completed,"Move the animation system from `src/effects/` to its documented Level 1 home at `src/ui/motion/` and update imports without changing behavior.",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex/,,Completed,"Keep one canonical date-picker implementation under `components/forms/date/`  remove the documented duplicate  and update all imports without changing date-field behavior.",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex/,,Completed,"Move legacy form elements into the five documented semantic subfolders  update imports  and remove the obsolete `forms/elements/` directory without changing form behavior.",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex/,,Completed,"Move the RF-3 file set into its documented component levels and update imports without changing visuals or behavior.",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex/,,Completed by follow-up,"Extract card drag event handling from `CardShell.tsx`  remove the drag-counter pattern  and preserve the existing named drop action path.",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex/,,Completed,"Centralize card visual-state decisions in `card.registry.ts` and `useCardEffects.ts` while preserving the documented Phase  Action  and Task contracts.",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex/,,Completed,"Complete the canonical date-picker split by moving state and mode transitions into `useDatePickerState.ts` without changing the existing picker UI.",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex/,,Completed,"Extract drag and week state from `StageProvider.tsx` and replace global week-navigation events with direct context functions.",,,"",0
2026-06-25,Codex,GPT-5 Codex,2026-06-25-codex/,,Completed,"Reproduce and repair the manually failing card drag workflows  then verify every RF-4 acceptance criterion with focused and browser evidence.",,,"",0
2026-06-25,Gemini Agent 2,gemini-3.5-flash,2026-06-25-gemini-agent-2/,2026-06-25,Completed,"Complete Sprint S0 (eliminate window.dispatchEvent side-channels) and Sprint S1 (extract Kanban interaction state/handlers to a hook and separate hidden dropzones to optimize KanbanView size to under 100 lines).",,,"",0
2026-06-25,Gemini Agent 2,gemini-3.5-flash,2026-06-25-gemini-agent-2/,2026-06-25,Completed,"Extract state  week initialization  task/action/day derivation  and edge-drag hover navigation handlers from WeeklyView.tsx into a dedicated useWeeklyView.ts hook to separate interaction concerns from visual rendering.",,,"",0
2026-06-25,Gemini Agent 2,gemini-3.5-flash,2026-06-25-gemini-agent-2/,2026-06-25,Completed,"Extract state  date math  toggle collapse  and task adding handlers from DayGridCard.tsx into a dedicated useDayGridCard.ts hook to separate UI presentation from interaction and calculation concerns.",,,"",0
2026-06-25,Gemini Agent 2,gemini-3.5-flash,2026-06-25-gemini-agent-2/,2026-06-25,Completed,"Extract state  active node tracking  drag/drop logic  and readiness modal control from EditorViewerIsland.tsx into a dedicated useEditorPanel.ts hook to keep the visual rendering lightweight and modular.",,,"",0
